HOUSE_TYPE,CNTRCT_YM,CNTCT_DE,TRNS_CLSF,TRAMT,ASSRNC_AMT,MTHT_AMT,NRB_SWST_NM,NRB_SWST_DIST
아파트,202503,13,매매,360000,0,0,강남,329
아파트,202503,31,전세,0,145000,0,강남,329
아파트,202503,12,월세,0,50000,450,강남,329
아파트,202503,11,전세,0,120000,0,강남,329
아파트,202503,11,전세,0,120000,0,강남,329
아파트,202503,5,월세,0,66000,163,강남,329
아파트,202503,5,전세,0,57330,0,강남,329
아파트,202503,5,월세,0,75000,120,강남,329
오피스텔,202503,20,매매,23200,0,0,강남,356
오피스텔,202503,27,월세,0,17550,7,강남,356
오피스텔,202503,26,월세,0,1000,90,강남,356
오피스텔,202503,22,월세,0,1800,90,강남,356
오피스텔,202503,14,월세,0,1000,86,강남,356
오피스텔,202503,8,월세,0,1000,90,강남,356
오피스텔,202503,5,월세,0,1000,92,강남,356
오피스텔,202503,5,월세,0,1000,90,강남,356
아파트,202503,18,월세,0,5000,75,강남,404
아파트,202503,8,월세,0,16500,25,강남,404
오피스텔,202503,24,매매,23000,0,0,강남,451
오피스텔,202503,31,월세,0,1000,100,강남,451
오피스텔,202503,14,월세,0,1000,95,강남,451
오피스텔,202503,22,월세,0,1000,100,강남,335
오피스텔,202503,29,월세,0,300,180,강남,350
오피스텔,202503,21,월세,0,2000,185,강남,350
오피스텔,202503,5,매매,19000,0,0,강남,402
오피스텔,202503,27,전세,0,18900,0,강남,402
오피스텔,202503,25,월세,0,500,90,강남,402
오피스텔,202503,24,전세,0,18900,0,강남,402
오피스텔,202503,10,월세,0,1000,90,강남,402
오피스텔,202503,4,전세,0,18900,0,강남,402
아파트,202503,14,전세,0,80000,0,강남,423
오피스텔,202503,19,월세,0,2000,170,강남,423
아파트,202503,18,매매,163500,0,0,강남,477
아파트,202503,1,매매,121000,0,0,강남,477
아파트,202503,1,월세,0,26000,60,강남,477
아파트,202503,11,매매,188000,0,0,양재(서초구청),388
아파트,202503,1,매매,219000,0,0,양재(서초구청),388
아파트,202503,22,전세,0,73500,0,양재(서초구청),388
오피스텔,202503,3,매매,12000,0,0,양재(서초구청),347
오피스텔,202503,22,전세,0,31000,0,양재(서초구청),295
오피스텔,202503,8,월세,0,20000,20,양재(서초구청),295
연립다세대,202503,8,월세,0,2000,64,양재(서초구청),448
아파트,202503,20,전세,0,57000,0,양재(서초구청),422
아파트,202503,15,전세,0,32000,0,양재(서초구청),422
연립다세대,202503,29,월세,0,10000,90,양재(서초구청),359
아파트,202503,8,매매,210000,0,0,양재(서초구청),343
아파트,202503,2,월세,0,60000,200,양재(서초구청),279
연립다세대,202503,15,월세,0,5000,112,양재(서초구청),242
연립다세대,202503,3,전세,0,29500,0,양재(서초구청),208
아파트,202503,30,전세,0,80000,0,양재(서초구청),131
아파트,202503,15,전세,0,68250,0,양재(서초구청),131
아파트,202503,13,전세,0,80000,0,양재(서초구청),131
아파트,202503,28,전세,0,40500,0,양재(서초구청),99
아파트,202503,24,월세,0,10000,147,양재(서초구청),99
아파트,202503,9,전세,0,39900,0,양재(서초구청),99
아파트,202503,2,전세,0,39500,0,양재(서초구청),99
오피스텔,202503,15,전세,0,35000,0,양재(서초구청),61
연립다세대,202503,4,월세,0,3000,121,양재(서초구청),98
아파트,202503,20,월세,0,25700,15,양재(서초구청),112
아파트,202503,7,월세,0,1000,131,양재(서초구청),112
연립다세대,202503,29,월세,0,20000,60,양재(서초구청),244
아파트,202503,21,전세,0,46000,0,양재(서초구청),272
아파트,202503,10,월세,0,10000,145,양재(서초구청),272
연립다세대,202503,14,월세,0,5779,103,남부터미널(예술의전당),395
연립다세대,202503,14,월세,0,3700,164,남부터미널(예술의전당),395
연립다세대,202503,11,월세,0,3000,49,남부터미널(예술의전당),396
연립다세대,202503,31,월세,0,100,57,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,61,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,62,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,59,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,59,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,59,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,60,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,63,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,60,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,61,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,58,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,55,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,60,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,60,남부터미널(예술의전당),395
연립다세대,202503,31,월세,0,100,57,남부터미널(예술의전당),395
연립다세대,202503,19,월세,0,20000,115,남부터미널(예술의전당),427
연립다세대,202503,28,월세,0,5000,43,남부터미널(예술의전당),453
연립다세대,202503,28,월세,0,5000,43,남부터미널(예술의전당),453
연립다세대,202503,28,월세,0,5500,49,남부터미널(예술의전당),465
연립다세대,202503,1,전세,0,25700,0,남부터미널(예술의전당),401
오피스텔,202503,27,월세,0,1000,260,남부터미널(예술의전당),147
오피스텔,202503,15,월세,0,3000,230,남부터미널(예술의전당),147
오피스텔,202503,11,월세,0,5000,250,남부터미널(예술의전당),147
아파트,202503,13,월세,0,1000,125,남부터미널(예술의전당),13
아파트,202503,8,월세,0,10000,300,남부터미널(예술의전당),39
아파트,202503,8,매매,235000,0,0,남부터미널(예술의전당),106
오피스텔,202503,12,전세,0,29500,0,남부터미널(예술의전당),106
아파트,202503,22,매매,260000,0,0,남부터미널(예술의전당),52
아파트,202503,11,매매,255000,0,0,남부터미널(예술의전당),52
아파트,202503,7,매매,250000,0,0,남부터미널(예술의전당),52
연립다세대,202503,15,월세,0,2000,106,남부터미널(예술의전당),287
연립다세대,202503,20,월세,0,27000,18,남부터미널(예술의전당),277
아파트,202503,7,월세,0,2000,65,남부터미널(예술의전당),393
아파트,202503,4,월세,0,5000,64,남부터미널(예술의전당),393
아파트,202503,27,전세,0,90000,0,남부터미널(예술의전당),210
아파트,202503,21,전세,0,103000,0,남부터미널(예술의전당),210
아파트,202503,28,전세,0,60000,0,남부터미널(예술의전당),241
아파트,202503,14,전세,0,63000,0,남부터미널(예술의전당),241
아파트,202503,28,월세,0,20000,340,남부터미널(예술의전당),160
아파트,202503,21,월세,0,20000,280,남부터미널(예술의전당),160
아파트,202503,14,월세,0,90000,30,남부터미널(예술의전당),160
아파트,202503,3,전세,0,45000,0,남부터미널(예술의전당),192
연립다세대,202503,30,전세,0,57200,0,방배,433
연립다세대,202503,29,전세,0,73000,0,방배,433
연립다세대,202503,5,매매,33000,0,0,방배,467
연립다세대,202503,13,전세,0,29400,0,방배,467
연립다세대,202503,12,월세,0,30000,10,방배,467
아파트,202503,22,매매,142000,0,0,서초,35
아파트,202503,28,전세,0,107000,0,서초,35
아파트,202503,19,전세,0,108000,0,서초,35
아파트,202503,8,월세,0,33900,200,서초,35
아파트,202503,28,월세,0,10300,71,서초,179
아파트,202503,28,월세,0,6700,51,서초,179
아파트,202503,27,월세,0,6700,50,서초,179
아파트,202503,27,월세,0,6700,50,서초,179
아파트,202503,13,월세,0,7800,82,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,10300,74,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,10100,72,서초,179
아파트,202503,10,월세,0,6000,44,서초,179
아파트,202503,10,월세,0,10100,72,서초,179
아파트,202503,10,월세,0,10100,72,서초,179
아파트,202503,10,월세,0,10100,72,서초,179
아파트,202503,10,월세,0,6700,48,서초,179
아파트,202503,10,월세,0,10100,72,서초,179
아파트,202503,10,월세,0,6700,50,서초,179
아파트,202503,10,월세,0,10100,72,서초,179
연립다세대,202503,26,월세,0,5000,130,서초,222
연립다세대,202503,14,월세,0,21500,10,서초,229
연립다세대,202503,8,월세,0,2000,88,서초,301
연립다세대,202503,5,월세,0,1000,75,서초,366
연립다세대,202503,10,월세,0,8000,49,서초,370
연립다세대,202503,15,전세,0,60000,0,서초,359
연립다세대,202503,5,전세,0,30000,0,서초,389
연립다세대,202503,17,전세,0,29000,0,서초,435
연립다세대,202503,7,월세,0,50000,80,서초,428
연립다세대,202503,5,월세,0,17500,22,서초,465
연립다세대,202503,15,전세,0,18000,0,서초,481
연립다세대,202503,7,전세,0,19000,0,서초,487
아파트,202503,16,매매,146500,0,0,서초,292
아파트,202503,10,매매,176000,0,0,서초,292
아파트,202503,18,전세,0,80000,0,서초,292
아파트,202503,18,전세,0,80000,0,서초,292
아파트,202503,14,전세,0,95000,0,서초,292
아파트,202503,5,월세,0,40000,186,서초,292
연립다세대,202503,6,월세,0,5000,140,서초,419
연립다세대,202503,19,월세,0,30000,100,서초,422
연립다세대,202503,21,매매,42700,0,0,서초,238
오피스텔,202503,22,월세,0,1000,85,서초,53
오피스텔,202503,11,월세,0,1000,85,서초,53
오피스텔,202503,11,월세,0,1000,73,서초,53
오피스텔,202503,6,월세,0,5000,64,서초,53
연립다세대,202503,19,전세,0,50000,0,교대(법원검찰청),293
연립다세대,202503,19,전세,0,50000,0,교대(법원검찰청),293
연립다세대,202503,12,전세,0,39000,0,교대(법원검찰청),306
연립다세대,202503,12,전세,0,39000,0,교대(법원검찰청),306
연립다세대,202503,17,월세,0,3000,150,교대(법원검찰청),286
연립다세대,202503,10,월세,0,28000,25,교대(법원검찰청),286
연립다세대,202503,10,월세,0,28000,25,교대(법원검찰청),286
연립다세대,202503,26,전세,0,33000,0,교대(법원검찰청),294
아파트,202503,29,전세,0,70000,0,서초,318
연립다세대,202503,6,월세,0,1000,80,교대(법원검찰청),365
연립다세대,202503,13,전세,0,43900,0,교대(법원검찰청),398
연립다세대,202503,13,전세,0,44000,0,교대(법원검찰청),398
연립다세대,202503,7,월세,0,19000,51,교대(법원검찰청),385
연립다세대,202503,7,월세,0,19000,51,교대(법원검찰청),385
아파트,202503,22,월세,0,2000,145,교대(법원검찰청),91
연립다세대,202503,15,전세,0,39000,0,남부터미널(예술의전당),331
아파트,202503,10,전세,0,105000,0,남부터미널(예술의전당),295
아파트,202503,9,전세,0,100000,0,남부터미널(예술의전당),295
아파트,202503,4,월세,0,10000,400,남부터미널(예술의전당),295
아파트,202503,4,전세,0,100000,0,남부터미널(예술의전당),295
아파트,202503,3,월세,0,50000,260,남부터미널(예술의전당),295
아파트,202503,1,전세,0,90300,0,남부터미널(예술의전당),295
오피스텔,202503,22,월세,0,10000,92,남부터미널(예술의전당),295
오피스텔,202503,14,월세,0,25000,30,남부터미널(예술의전당),295
오피스텔,202503,8,월세,0,1000,109,남부터미널(예술의전당),295
오피스텔,202503,8,전세,0,28000,0,남부터미널(예술의전당),295
아파트,202503,20,매매,147500,0,0,남부터미널(예술의전당),410
아파트,202503,14,매매,147500,0,0,남부터미널(예술의전당),410
아파트,202503,11,전세,0,32000,0,남부터미널(예술의전당),316
아파트,202503,29,전세,0,35500,0,남부터미널(예술의전당),134
아파트,202503,4,전세,0,35500,0,남부터미널(예술의전당),134
오피스텔,202503,6,매매,13000,0,0,남부터미널(예술의전당),110
오피스텔,202503,29,월세,0,10000,95,남부터미널(예술의전당),266
오피스텔,202503,22,전세,0,31700,0,남부터미널(예술의전당),266
오피스텔,202503,3,월세,0,1000,90,남부터미널(예술의전당),266
오피스텔,202503,28,전세,0,9500,0,남부터미널(예술의전당),213
오피스텔,202503,22,매매,16500,0,0,남부터미널(예술의전당),195
오피스텔,202503,8,월세,0,25500,5,남부터미널(예술의전당),195
오피스텔,202503,3,전세,0,24000,0,남부터미널(예술의전당),195
오피스텔,202503,3,전세,0,26000,0,남부터미널(예술의전당),195
오피스텔,202503,15,전세,0,14000,0,남부터미널(예술의전당),169
오피스텔,202503,7,월세,0,1000,86,남부터미널(예술의전당),236
오피스텔,202503,7,월세,0,1000,91,남부터미널(예술의전당),236
오피스텔,202503,4,월세,0,1000,87,남부터미널(예술의전당),236
아파트,202503,1,매매,38000,0,0,남부터미널(예술의전당),205
아파트,202503,29,월세,0,1000,130,남부터미널(예술의전당),205
아파트,202503,8,전세,0,29200,0,남부터미널(예술의전당),205
아파트,202503,7,월세,0,2000,99,남부터미널(예술의전당),205
오피스텔,202503,27,매매,13500,0,0,남부터미널(예술의전당),219
오피스텔,202503,7,전세,0,63000,0,남부터미널(예술의전당),310
아파트,202503,7,월세,0,20000,90,남부터미널(예술의전당),257
아파트,202503,7,월세,0,20000,87,남부터미널(예술의전당),257
아파트,202503,7,월세,0,20000,90,남부터미널(예술의전당),257
오피스텔,202503,8,매매,16900,0,0,남부터미널(예술의전당),260
오피스텔,202503,8,매매,18000,0,0,남부터미널(예술의전당),260
오피스텔,202503,28,월세,0,14850,30,남부터미널(예술의전당),260
오피스텔,202503,21,전세,0,18000,0,남부터미널(예술의전당),260
오피스텔,202503,4,월세,0,1000,66,남부터미널(예술의전당),260
오피스텔,202503,1,월세,0,1000,77,남부터미널(예술의전당),196
오피스텔,202503,22,전세,0,50000,0,남부터미널(예술의전당),52
오피스텔,202503,22,월세,0,1000,75,남부터미널(예술의전당),52
오피스텔,202503,31,매매,12000,0,0,남부터미널(예술의전당),21
오피스텔,202503,31,매매,13100,0,0,남부터미널(예술의전당),21
오피스텔,202503,12,월세,0,1000,60,남부터미널(예술의전당),21
아파트,202503,17,월세,0,10000,55,남부터미널(예술의전당),0
오피스텔,202503,10,월세,0,1000,58,남부터미널(예술의전당),53
오피스텔,202503,7,전세,0,15000,0,남부터미널(예술의전당),53
오피스텔,202503,13,월세,0,1000,265,남부터미널(예술의전당),90
오피스텔,202503,4,월세,0,1000,265,남부터미널(예술의전당),90
오피스텔,202503,28,매매,41200,0,0,남부터미널(예술의전당),48
오피스텔,202503,28,전세,0,21000,0,남부터미널(예술의전당),48
오피스텔,202503,15,월세,0,18000,10,남부터미널(예술의전당),48
오피스텔,202503,8,전세,0,34000,0,남부터미널(예술의전당),48
오피스텔,202503,1,월세,0,18000,10,남부터미널(예술의전당),48
연립다세대,202503,23,전세,0,22000,0,남부터미널(예술의전당),105
연립다세대,202503,10,전세,0,39000,0,남부터미널(예술의전당),325
연립다세대,202503,29,전세,0,38000,0,남부터미널(예술의전당),269
연립다세대,202503,18,월세,0,40000,45,남부터미널(예술의전당),244
아파트,202503,5,매매,197500,0,0,남부터미널(예술의전당),138
아파트,202503,28,월세,0,2300,70,남부터미널(예술의전당),137
오피스텔,202503,26,매매,12800,0,0,남부터미널(예술의전당),111
오피스텔,202503,10,전세,0,13000,0,남부터미널(예술의전당),111
오피스텔,202503,3,월세,0,1000,58,남부터미널(예술의전당),111
아파트,202503,20,전세,0,50000,0,남부터미널(예술의전당),305
연립다세대,202503,21,월세,0,9500,28,교대(법원검찰청),471
연립다세대,202503,31,매매,44500,0,0,교대(법원검찰청),459
연립다세대,202503,22,전세,0,33500,0,교대(법원검찰청),459
연립다세대,202503,12,전세,0,35000,0,교대(법원검찰청),459
연립다세대,202503,24,월세,0,13600,33,교대(법원검찰청),417
연립다세대,202503,14,월세,0,2000,58,교대(법원검찰청),417
연립다세대,202503,14,월세,0,23000,53,교대(법원검찰청),417
아파트,202503,15,매매,193000,0,0,교대(법원검찰청),389
아파트,202503,4,매매,233000,0,0,교대(법원검찰청),389
아파트,202503,4,매매,198000,0,0,교대(법원검찰청),389
아파트,202503,20,전세,0,85000,0,교대(법원검찰청),389
아파트,202503,8,전세,0,130000,0,교대(법원검찰청),389
아파트,202503,21,매매,185000,0,0,교대(법원검찰청),132
아파트,202503,6,전세,0,90000,0,교대(법원검찰청),132
아파트,202503,2,월세,0,85000,60,교대(법원검찰청),132
연립다세대,202503,23,전세,0,28900,0,교대(법원검찰청),212
연립다세대,202503,7,전세,0,21000,0,교대(법원검찰청),224
연립다세대,202503,31,전세,0,57000,0,교대(법원검찰청),203
연립다세대,202503,4,전세,0,50000,0,교대(법원검찰청),203
아파트,202503,17,전세,0,65000,0,교대(법원검찰청),237
연립다세대,202503,12,월세,0,3000,64,교대(법원검찰청),205
아파트,202503,5,매매,53400,0,0,교대(법원검찰청),33
아파트,202503,6,월세,0,2000,136,교대(법원검찰청),33
오피스텔,202503,13,매매,26900,0,0,교대(법원검찰청),119
오피스텔,202503,10,매매,28800,0,0,교대(법원검찰청),119
오피스텔,202503,29,전세,0,24000,0,교대(법원검찰청),119
오피스텔,202503,5,월세,0,1000,95,교대(법원검찰청),119
아파트,202503,26,월세,0,32800,20,교대(법원검찰청),256
아파트,202503,21,월세,0,4000,150,교대(법원검찰청),256
아파트,202503,19,월세,0,1000,80,교대(법원검찰청),256
아파트,202503,4,월세,0,2000,200,교대(법원검찰청),231
아파트,202503,3,월세,0,3000,75,교대(법원검찰청),231
오피스텔,202503,14,월세,0,20000,120,교대(법원검찰청),310
아파트,202503,21,전세,0,85000,0,교대(법원검찰청),376
아파트,202503,18,매매,260000,0,0,교대(법원검찰청),498
아파트,202503,15,매매,265000,0,0,교대(법원검찰청),498
아파트,202503,29,월세,0,26000,330,교대(법원검찰청),498
아파트,202503,18,전세,0,120000,0,교대(법원검찰청),498
아파트,202503,18,전세,0,147000,0,교대(법원검찰청),498
아파트,202503,17,월세,0,95000,100,교대(법원검찰청),498
아파트,202503,13,전세,0,182000,0,교대(법원검찰청),498
아파트,202503,7,월세,0,80000,140,교대(법원검찰청),498
아파트,202503,7,월세,0,80000,140,교대(법원검찰청),498
아파트,202503,10,매매,240000,0,0,사평,490
아파트,202503,8,매매,260000,0,0,사평,490
아파트,202503,8,매매,240000,0,0,사평,490
아파트,202503,8,매매,270000,0,0,사평,490
아파트,202503,8,매매,248000,0,0,사평,490
아파트,202503,2,매매,243000,0,0,사평,490
아파트,202503,29,월세,0,102000,40,사평,490
아파트,202503,22,전세,0,155000,0,사평,490
아파트,202503,22,전세,0,155000,0,사평,490
아파트,202503,22,월세,0,80000,100,사평,490
아파트,202503,15,전세,0,81900,0,사평,490
아파트,202503,15,월세,0,85000,140,사평,490
아파트,202503,14,전세,0,96600,0,사평,490
아파트,202503,11,전세,0,120000,0,사평,490
아파트,202503,8,전세,0,100000,0,사평,490
아파트,202503,7,월세,0,10000,380,사평,490
아파트,202503,6,전세,0,115000,0,사평,490
아파트,202503,1,월세,0,50000,360,사평,490
아파트,202503,8,전세,0,57750,0,사평,391
아파트,202503,1,월세,0,40000,310,사평,391
아파트,202503,18,매매,315000,0,0,교대(법원검찰청),199
아파트,202503,12,매매,298000,0,0,교대(법원검찰청),199
아파트,202503,9,매매,378000,0,0,교대(법원검찰청),199
아파트,202503,6,매매,208000,0,0,교대(법원검찰청),199
아파트,202503,4,매매,300000,0,0,교대(법원검찰청),199
아파트,202503,4,매매,300000,0,0,교대(법원검찰청),199
아파트,202503,4,매매,390000,0,0,교대(법원검찰청),199
아파트,202503,1,매매,430000,0,0,교대(법원검찰청),199
아파트,202503,31,전세,0,100000,0,교대(법원검찰청),199
아파트,202503,31,전세,0,100000,0,교대(법원검찰청),199
아파트,202503,31,전세,0,105000,0,교대(법원검찰청),199
아파트,202503,28,월세,0,30000,168,교대(법원검찰청),199
아파트,202503,24,월세,0,45000,100,교대(법원검찰청),199
아파트,202503,22,전세,0,82000,0,교대(법원검찰청),199
아파트,202503,22,월세,0,45000,150,교대(법원검찰청),199
아파트,202503,22,월세,0,45000,150,교대(법원검찰청),199
아파트,202503,21,전세,0,80000,0,교대(법원검찰청),199
아파트,202503,21,전세,0,90000,0,교대(법원검찰청),199
아파트,202503,21,전세,0,80000,0,교대(법원검찰청),199
아파트,202503,21,전세,0,130000,0,교대(법원검찰청),199
아파트,202503,19,월세,0,50000,62,교대(법원검찰청),199
아파트,202503,18,월세,0,5000,284,교대(법원검찰청),199
아파트,202503,16,전세,0,82000,0,교대(법원검찰청),199
아파트,202503,16,월세,0,35000,200,교대(법원검찰청),199
아파트,202503,15,월세,0,60000,40,교대(법원검찰청),199
아파트,202503,15,월세,0,70000,35,교대(법원검찰청),199
아파트,202503,14,전세,0,89000,0,교대(법원검찰청),199
아파트,202503,12,월세,0,5000,263,교대(법원검찰청),199
아파트,202503,12,전세,0,150000,0,교대(법원검찰청),199
아파트,202503,10,월세,0,30000,160,교대(법원검찰청),199
아파트,202503,8,월세,0,73000,140,교대(법원검찰청),199
아파트,202503,8,월세,0,20000,200,교대(법원검찰청),199
아파트,202503,8,전세,0,70350,0,교대(법원검찰청),199
아파트,202503,7,월세,0,21000,141,교대(법원검찰청),199
아파트,202503,4,전세,0,94500,0,교대(법원검찰청),199
아파트,202503,3,전세,0,76000,0,교대(법원검찰청),199
아파트,202503,1,전세,0,84000,0,교대(법원검찰청),199
아파트,202503,1,월세,0,40000,325,교대(법원검찰청),199
아파트,202503,1,전세,0,68250,0,교대(법원검찰청),199
아파트,202503,5,매매,330000,0,0,교대(법원검찰청),259
아파트,202503,24,전세,0,220500,0,교대(법원검찰청),259
아파트,202503,4,전세,0,175000,0,교대(법원검찰청),259
아파트,202503,1,매매,230000,0,0,교대(법원검찰청),269
아파트,202503,29,월세,0,95000,206,교대(법원검찰청),269
아파트,202503,20,전세,0,102000,0,교대(법원검찰청),269
아파트,202503,14,전세,0,112350,0,교대(법원검찰청),269
아파트,202503,8,매매,206500,0,0,교대(법원검찰청),314
아파트,202503,4,매매,205000,0,0,교대(법원검찰청),314
아파트,202503,31,전세,0,80000,0,교대(법원검찰청),314
아파트,202503,30,월세,0,45000,134,교대(법원검찰청),314
아파트,202503,30,전세,0,93000,0,교대(법원검찰청),314
아파트,202503,29,전세,0,78750,0,교대(법원검찰청),314
아파트,202503,29,전세,0,78750,0,교대(법원검찰청),314
아파트,202503,28,월세,0,10000,200,교대(법원검찰청),314
아파트,202503,25,월세,0,66150,50,교대(법원검찰청),314
아파트,202503,25,월세,0,70000,80,교대(법원검찰청),314
아파트,202503,21,전세,0,95000,0,교대(법원검찰청),314
아파트,202503,20,전세,0,75600,0,교대(법원검찰청),314
아파트,202503,15,전세,0,72450,0,교대(법원검찰청),314
아파트,202503,15,전세,0,73500,0,교대(법원검찰청),314
아파트,202503,12,전세,0,78750,0,교대(법원검찰청),314
아파트,202503,11,전세,0,66150,0,교대(법원검찰청),314
아파트,202503,1,월세,0,40000,150,교대(법원검찰청),314
연립다세대,202503,7,월세,0,1000,80,교대(법원검찰청),166
연립다세대,202503,2,월세,0,1000,66,교대(법원검찰청),166
연립다세대,202503,12,전세,0,65000,0,교대(법원검찰청),239
아파트,202503,22,매매,360000,0,0,강남,177
아파트,202503,11,매매,260000,0,0,강남,177
아파트,202503,11,매매,310000,0,0,강남,177
아파트,202503,6,매매,315000,0,0,강남,177
아파트,202503,27,전세,0,135000,0,강남,177
아파트,202503,26,월세,0,23200,77,강남,177
아파트,202503,24,월세,0,23200,77,강남,177
아파트,202503,22,전세,0,125000,0,강남,177
아파트,202503,22,월세,0,30000,400,강남,177
아파트,202503,20,월세,0,80000,163,강남,177
아파트,202503,13,전세,0,160000,0,강남,177
아파트,202503,8,전세,0,120750,0,강남,177
아파트,202503,8,전세,0,133000,0,강남,177
아파트,202503,7,월세,0,20000,570,강남,177
아파트,202503,15,매매,350000,0,0,강남,336
아파트,202503,15,매매,288000,0,0,강남,336
아파트,202503,10,매매,345000,0,0,강남,336
아파트,202503,8,매매,285000,0,0,강남,336
아파트,202503,8,매매,337500,0,0,강남,336
아파트,202503,8,매매,352000,0,0,강남,336
아파트,202503,1,매매,285000,0,0,강남,336
아파트,202503,29,전세,0,193000,0,강남,336
아파트,202503,29,전세,0,115000,0,강남,336
아파트,202503,28,월세,0,130000,100,강남,336
아파트,202503,24,전세,0,125000,0,강남,336
아파트,202503,21,월세,0,73500,163,강남,336
아파트,202503,20,월세,0,10000,600,강남,336
아파트,202503,18,월세,0,150000,330,강남,336
아파트,202503,17,월세,0,20000,600,강남,336
아파트,202503,16,월세,0,20000,580,강남,336
아파트,202503,8,전세,0,154000,0,강남,336
아파트,202503,6,월세,0,120000,130,강남,336
아파트,202503,5,전세,0,200000,0,강남,336
연립다세대,202503,20,월세,0,22000,88,청계산입구,423
아파트,202503,15,매매,183000,0,0,청계산입구,308
아파트,202503,12,매매,142000,0,0,청계산입구,308
아파트,202503,3,매매,184500,0,0,청계산입구,308
아파트,202503,24,전세,0,52500,0,청계산입구,308
아파트,202503,22,월세,0,50000,200,청계산입구,308
아파트,202503,18,전세,0,44481,0,청계산입구,308
아파트,202503,15,전세,0,70350,0,청계산입구,308
아파트,202503,7,월세,0,60000,140,청계산입구,308
오피스텔,202503,12,매매,29500,0,0,청계산입구,23
오피스텔,202503,22,월세,0,2000,90,청계산입구,23
오피스텔,202503,14,전세,0,18000,0,청계산입구,36
오피스텔,202503,13,월세,0,1000,80,청계산입구,36
오피스텔,202503,27,전세,0,21000,0,청계산입구,65
오피스텔,202503,8,월세,0,5000,56,청계산입구,65
오피스텔,202503,6,월세,0,1000,100,청계산입구,65
아파트,202503,23,매매,132000,0,0,청계산입구,67
아파트,202503,10,매매,147000,0,0,청계산입구,67
아파트,202503,27,전세,0,75000,0,청계산입구,67
아파트,202503,27,전세,0,75000,0,청계산입구,67
아파트,202503,18,전세,0,61950,0,청계산입구,67
아파트,202503,17,월세,0,2731,49,청계산입구,67
아파트,202503,14,전세,0,100000,0,청계산입구,67
아파트,202503,14,전세,0,100000,0,청계산입구,67
아파트,202503,13,전세,0,61740,0,청계산입구,67
아파트,202503,13,전세,0,61740,0,청계산입구,67
아파트,202503,6,월세,0,31500,126,청계산입구,67
아파트,202503,1,월세,0,65000,40,청계산입구,67
오피스텔,202503,10,매매,15500,0,0,청계산입구,136
오피스텔,202503,15,월세,0,1000,75,청계산입구,136
오피스텔,202503,13,월세,0,3000,59,청계산입구,136
오피스텔,202503,11,월세,0,1000,75,청계산입구,136
오피스텔,202503,8,월세,0,15500,10,청계산입구,136
오피스텔,202503,8,월세,0,15500,10,청계산입구,136
오피스텔,202503,22,월세,0,1000,68,청계산입구,171
오피스텔,202503,11,월세,0,1000,67,청계산입구,171
오피스텔,202503,4,월세,0,1000,88,청계산입구,171
오피스텔,202503,8,매매,17500,0,0,청계산입구,216
오피스텔,202503,30,월세,0,5000,65,청계산입구,216
오피스텔,202503,29,월세,0,16000,20,청계산입구,216
오피스텔,202503,28,월세,0,20500,20,청계산입구,216
오피스텔,202503,19,월세,0,1000,80,청계산입구,216
오피스텔,202503,5,월세,0,1000,77,청계산입구,216
오피스텔,202503,3,월세,0,16000,20,청계산입구,216
오피스텔,202503,28,월세,0,1000,105,신논현,286
오피스텔,202503,25,월세,0,1000,115,신논현,286
오피스텔,202503,16,월세,0,1000,120,신논현,286
오피스텔,202503,14,월세,0,1000,110,신논현,286
오피스텔,202503,7,월세,0,1000,115,신논현,286
오피스텔,202503,26,월세,0,16500,10,언주,256
오피스텔,202503,25,전세,0,18000,0,언주,256
오피스텔,202503,7,월세,0,1000,95,언주,256
오피스텔,202503,6,월세,0,1000,77,언주,256
오피스텔,202503,29,월세,0,21800,8,언주,21
오피스텔,202503,26,전세,0,21000,0,언주,21
오피스텔,202503,6,전세,0,21000,0,언주,21
오피스텔,202503,24,월세,0,5000,125,언주,0
오피스텔,202503,13,월세,0,5000,125,언주,0
오피스텔,202503,5,전세,0,25000,0,언주,0
아파트,202503,18,매매,30000,0,0,언주,19
아파트,202503,28,전세,0,21600,0,언주,19
아파트,202503,18,전세,0,22400,0,언주,19
아파트,202503,18,전세,0,21000,0,언주,19
아파트,202503,1,전세,0,21000,0,언주,19
